title,issn,variable,value,label
International Journal of Production Economics,0925-5273,opr_reports,No,Are peer review reports being published?
Journal of the American Medical Association,1538-3598,opr_reports,Yes,Are peer review reports being published?
Journal of Allergy and Clinical Immunology,0091-6749,opr_reports,No,Are peer review reports being published?
Journal of Banking & Finance,0378-4266,opr_reports,No,Are peer review reports being published?
Journal of Business Ethics,1573-0697,opr_reports,No,Are peer review reports being published?
Journal of Business Research,0148-2963,opr_reports,No,Are peer review reports being published?
Journal of Cleaner Production,0959-6526,opr_reports,No,Are peer review reports being published?
Journal of Clinical Oncology,1527-7755,opr_reports,No,Are peer review reports being published?
Journal of Communication,1460-2466,opr_reports,No,Are peer review reports being published?
Journal of Cosmology and Astroparticle Physics,1475-7516,opr_reports,Yes,Are peer review reports being published?
Journal of Economic Perspectives,1944-7965,opr_reports,No,Are peer review reports being published?
Journal of Educational Psychology,1939-2176,opr_reports,No,Are peer review reports being published?
Journal of Financial Economics,0304-405X,opr_reports,No,Are peer review reports being published?
Journal of Geophysical Research,2156-2202,opr_reports,No,Are peer review reports being published?
Journal of Hepatology,0168-8278,opr_reports,No,Are peer review reports being published?
Journal of High Energy Physics,1029-8479,opr_reports,No,Are peer review reports being published?
Journal of Management,1557-1211,opr_reports,No,Are peer review reports being published?
Journal of Materials Chemistry. A,2050-7488,opr_reports,No,Are peer review reports being published?
Journal of Pragmatics,0378-2166,opr_reports,No,Are peer review reports being published?
Journal of the American Chemical Society,1520-5126,opr_reports,No,Are peer review reports being published?
Journal of the American College of Cardiology,0735-1097,opr_reports,No,Are peer review reports being published?
Journal of Youth and Adolescence,1573-6601,opr_reports,No,Are peer review reports being published?
Journalism,1741-3001,opr_reports,No,Are peer review reports being published?
Journalism Practice,1751-2786,opr_reports,No,Are peer review reports being published?
Journalism Studies,1461-670X,opr_reports,No,Are peer review reports being published?
Land Use Policy,0264-8377,opr_reports,No,Are peer review reports being published?
Language Learning,1467-9922,opr_reports,No,Are peer review reports being published?
Lingua,0024-3841,opr_reports,No,Are peer review reports being published?
Management Information Systems Quarterly,2162-9730,opr_reports,No,Are peer review reports being published?
Management Science,1526-5501,opr_reports,No,Are peer review reports being published?
"Media, Culture & Society",1460-3675,opr_reports,No,Are peer review reports being published?
Molecular Cell,1097-2765,opr_reports,No,Are peer review reports being published?
Monthly Notices of the Royal Astronomical Society,1365-2966,opr_reports,No,Are peer review reports being published?
Nano Letters,1530-6992,opr_reports,No,Are peer review reports being published?
Nanoscale,2040-3372,opr_reports,No,Are peer review reports being published?
Nature,1476-4687,opr_reports,No,Are peer review reports being published?
Nature Biotechnology,1546-1696,opr_reports,No,Are peer review reports being published?
Nature Cell Biology,1476-4679,opr_reports,No,Are peer review reports being published?
Nature Chemistry,1755-4349,opr_reports,No,Are peer review reports being published?
Nature Climate Change,1758-6798,opr_reports,No,Are peer review reports being published?
Nature Communications,2041-1723,opr_reports,Yes,Are peer review reports being published?
Nature Genetics,1546-1718,opr_reports,No,Are peer review reports being published?
Nature Immunology,1529-2916,opr_reports,No,Are peer review reports being published?
Nature Materials,1476-4660,opr_reports,No,Are peer review reports being published?
Nature Medicine,1546-170X,opr_reports,No,Are peer review reports being published?
Nature Methods,1548-7105,opr_reports,No,Are peer review reports being published?
Nature Nanotechnology,1748-3395,opr_reports,No,Are peer review reports being published?
Nature Neuroscience,1546-1726,opr_reports,No,Are peer review reports being published?
Nature Photonics,1749-4893,opr_reports,No,Are peer review reports being published?
Nature Physics,1745-2481,opr_reports,No,Are peer review reports being published?
Nature Reviews Cancer,1474-1768,opr_reports,No,Are peer review reports being published?
Nature Reviews Genetics,1471-0064,opr_reports,No,Are peer review reports being published?
Nature Reviews Immunology,1474-1733,opr_reports,No,Are peer review reports being published?
Nature Reviews Neuroscience,1471-0048,opr_reports,No,Are peer review reports being published?
Nature Reviews. Drug Discovery,1474-1784,opr_reports,No,Are peer review reports being published?
Nature Reviews. Molecular Cell Biology,1471-0080,opr_reports,No,Are peer review reports being published?
Neural Information Processing Systems (NIPS),NIPS-ISSN,opr_reports,Yes,Are peer review reports being published?
NeuroImage,1053-8119,opr_reports,No,Are peer review reports being published?
Neuron,1097-4199,opr_reports,No,Are peer review reports being published?
New Media and Society,1461-7315,opr_reports,No,Are peer review reports being published?
Noûs,1468-0068,opr_reports,No,Are peer review reports being published?
Nucleic Acids Research,1362-4962,opr_reports,No,Are peer review reports being published?
Obstetrical & Gynecological Survey,1533-9866,opr_reports,No,Are peer review reports being published?
Optics Express,1094-4087,opr_reports,No,Are peer review reports being published?
Pediatrics,1098-4275,opr_reports,No,Are peer review reports being published?
Philosophical Studies,1573-0883,opr_reports,No,Are peer review reports being published?
Physical Review B,1550-235X,opr_reports,Yes,Are peer review reports being published?
Physical Review D,1550- 2368,opr_reports,Yes,Are peer review reports being published?
Physical Review Letters,1079-7114,opr_reports,Yes,Are peer review reports being published?
Physical Review X,2160-3308,opr_reports,Yes,Are peer review reports being published?
Physics Letters B,0375-9601,opr_reports,No,Are peer review reports being published?
PLoS One,1932-6203,opr_reports,No,Are peer review reports being published?
Proceedings of the National Academy of Sciences,1091-6490,opr_reports,No,Are peer review reports being published?
Progress in Human Geography,1477-0288,opr_reports,No,Are peer review reports being published?
Public Opinion Quarterly,1537-5331,opr_reports,No,Are peer review reports being published?
Regional Studies,1360-0591,opr_reports,No,Are peer review reports being published?
Renewable and Sustainable Energy Reviews,1364-0321,opr_reports,No,Are peer review reports being published?
Research Policy,0048-7333,opr_reports,No,Are peer review reports being published?
Review of Economics and Statistics,0034-6535,opr_reports,No,Are peer review reports being published?
Reviews of Modern Physics,1539-0756,opr_reports,Yes,Are peer review reports being published?
Science,1095-9203,opr_reports,Yes,Are peer review reports being published?
Science Translational Medicine,1946-6234,opr_reports,Yes,Are peer review reports being published?
Scientific Reports,2045-2322,opr_reports,No,Are peer review reports being published?
Social Science & Medicine,0277-9536,opr_reports,No,Are peer review reports being published?
Strategic Management Journal,1097-0266,opr_reports,No,Are peer review reports being published?
Synthese,1573-0964,opr_reports,No,Are peer review reports being published?
System,0346-251X,opr_reports,No,Are peer review reports being published?
Teaching and Teacher Education,0742-051X,opr_reports,No,Are peer review reports being published?
TESOL Quarterly,1545-7249,opr_reports,No,Are peer review reports being published?
The Astrophysical Journal,1538-4357,opr_reports,No,Are peer review reports being published?
The China Quarterly,1468-2648,opr_reports,No,Are peer review reports being published?
The Cochrane Database of Systematic Reviews,1469-493X,opr_reports,Yes,Are peer review reports being published?
The European Physical Journal C,1434-6052,opr_reports,No,Are peer review reports being published?
The Journal of Clinical Investigation,1558-8238,opr_reports,No,Are peer review reports being published?
The Journal of Finance,1540-6261,opr_reports,No,Are peer review reports being published?
The Journal of Physical Chemistry Letters,1948-7185,opr_reports,No,Are peer review reports being published?
The Lancet,1474-547X,opr_reports,No,Are peer review reports being published?
The Lancet Neurology,1474-4422,opr_reports,No,Are peer review reports being published?
The Lancet Oncology,1470-2045,opr_reports,No,Are peer review reports being published?
The Modern Language Journal,1540-4781,opr_reports,No,Are peer review reports being published?
The New England Journal of Medicine,1533-4406,opr_reports,No,Are peer review reports being published?
The Quarterly Journal of Economics,1531-4650,opr_reports,No,Are peer review reports being published?
The Review of Economic Studies,1467-937X,opr_reports,No,Are peer review reports being published?
The Review of Financial Studies,1465-7368,opr_reports,No,Are peer review reports being published?
Tourism Management,0261-5177,opr_reports,No,Are peer review reports being published?
World Development,1873-5991,opr_reports,No,Are peer review reports being published?
Academic Medicine,1040-2446,opr_responses,No,"Are author responses to reviews being
published?"
ACS Applied Materials & Interfaces,1944-8252,opr_responses,No,"Are author responses to reviews being
published?"
Accounts of Chemical Research,1520-4898,opr_responses,No,"Are author responses to reviews being
published?"
ACS Catalysis,2155-5435,opr_responses,No,"Are author responses to reviews being
published?"
Academy of Management Journal,0001-4273,opr_responses,No,"Are author responses to reviews being
published?"
ACS Nano,1936-086X,opr_responses,No,"Are author responses to reviews being
published?"
Advanced Energy Materials,1614-6840,opr_responses,No,"Are author responses to reviews being
published?"
Advanced Functional Materials,1616-3028,opr_responses,No,"Are author responses to reviews being
published?"
Advanced Materials,1521-4095,opr_responses,No,"Are author responses to reviews being
published?"
American Economic Review,0002-8282,opr_responses,No,"Are author responses to reviews being
published?"
American Journal of Political Science,1540-5907,opr_responses,No,"Are author responses to reviews being
published?"
American Journal of Public Health,1541-0048,opr_responses,No,"Are author responses to reviews being
published?"
American Political Science Review,1537-5943,opr_responses,No,"Are author responses to reviews being
published?"
American Sociological Review,1939-8271,opr_responses,No,"Are author responses to reviews being
published?"
Angewandte Chemie International Edition,1521-3773,opr_responses,No,"Are author responses to reviews being
published?"
Annals of Internal Medicine,0003-4819,opr_responses,No,"Are author responses to reviews being
published?"
Annals of Oncology,1569-8041,opr_responses,No,"Are author responses to reviews being
published?"
Annals of the Rheumatic Diseases,1468-2060,opr_responses,No,"Are author responses to reviews being
published?"
